Output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Is Net Electricity generator (1 - Yes, 0 - No):",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Facility Lifetime (Years),30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costs,,Non-Transportation Energy Use,,,,,,,,,,,,,,,,,,,,,,,Transportation Energy Use,,,,,,,,,,,,Undefined Flows for Future Development ,,,,,,,,,
Mass/Energy/Transportation Flows,,,Materials Requiring Additional Treatment,,,,,,Recovered Fiber,,,,,Recovered Plastic,,,,,,,,,,Recovered Metals,,,Glass,,,,,,Electricity,,Production,Equipment,,,,,,,,Boiler,,,,,,,,,,,,Internal Process Transportation (kg km),,,,,Collection (L/Mg),,,,,Empty Return,,,,,,,,,,,
,,Waste Fraction,Bottom_Ash,Fly_Ash,Separated_Organics,Other_Residual,RDF,Wastewater,OCC,Mixed_Paper,ONP,OFF,Fiber_Other,PET,HDPE_Unsorted,HDPE_P,HDPE_T,PVC,LDPE_Film,Polypropylene,Polystyrene,Plastic_Other,Mixed_Plastic,Al,Fe,Cu,Brown_glass,Clear_glass,Green_glass,Mixed_Glass,Capital Costs,Amortized Operating Cost,Electricity_production,Electricity_consumption,Heat_Steam,Equipment_Diesel,Equipment_Gasoline,Equipment_LPG,Equipment_CNG,Equipment_Residual_Fuel_Oil,Equipment_Distillate,Equipment_Kerosene,Equipment_Petroleum_Crude_Oil,Boiler_Diesel,Boiler_Gasoline,Boiler_LPG,Boiler_CNG,Boiler_Residual_Fuel_Oil,Boiler_Distillate,Boiler_Kerosene,Boiler_Petroleum_Crude_Oil,Boiler_Coke,Boiler_Bitumen,Boiler_Coal,Boiler_Wood,Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,Internal_Process_Transportation_Medium_Duty_Diesel_Truck,Internal_Process_Transportation_Barge,Internal_Process_Transportation_Cargo_Ship,Internal_Process_Transportation_Rail,Collection_Diesel,Collection_CNG,Collection_Biodiesel,Collection_Gasoline_Passenger_Vehicle,Collection_Other,Empty_Return_Heavy_Duty_Diesel_Truck,Empty_Return_Medium_Duty_Diesel_Truck,LF_Emission_Material_used,lime_hydrated_loose_weight_RoW_lime_production,ammonia_liquid_RoW_ammonia_production_steam_reforming_liquid,charcoal_GLO_charcoal_production,Nitrogen_Fertilizer,Phosphorous_Fertilizer,Potassium_Fertilizer,Peat,Gore_Cover,Wire
,,Yard_Trimmings_Leaves,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Yard_Trimmings_Grass,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Yard_Trimmings_Branches,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Food_Waste_Vegetable,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Food_Waste_Non_Vegetable,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Wood,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Wood_Other,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Textiles,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Rubber_Leather,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Newsprint,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Corr_Cardboard,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Office_Paper,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Magazines,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,third_Class_Mail,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Folding_Containers,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Paper_Bags,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Mixed_Paper,,,,0.12,,,0,0.88,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,9.9597,,2.9853,,0.7,,0,,,,,,,,,,,,,,,,,,57.9391,0,0,0,0,,,,,,,,,,,,,,,,,0.5794
,,Paper_Non_recyclable,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,HDPE_Translucent_Containers,,,,0.02,,,0,0,0,0,0,0,0.98,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,49.1078,,52.3379,,0.7,,0,,,,,,,,,,,,,,,,,,277.5339,0,0,0,0,,,,,,,,,,,,,,,,,2.7753
,,HDPE_Pigmented_Containers,,,,0.02,,,0,0,0,0,0,0,0.98,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,49.1078,,52.3379,,0.7,,0,,,,,,,,,,,,,,,,,,277.5339,0,0,0,0,,,,,,,,,,,,,,,,,2.7753
,,PET_Containers,,,,0.12,,,0,0,0,0,0,0.88,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,21.9861,,13.1513,,0.7,,0,,,,,,,,,,,,,,,,,,249.2141,0,0,0,0,,,,,,,,,,,,,,,,,2.4921
,,Plastic_Other_1_Polypropylene,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Plastic_Other_2,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Mixed_Plastic,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Plastic_Film,,,,0.2256,,,0,0,0,0,0,0,0,0,0,,0.7744,,,,,0,0,,0,0,0,0,153.2246,12.8948,,2.8874,,0.7,,0,,,,,,,,,,,,,,,,,,219.3084,0,0,0,0,,,,,,,,,,,,,,,,,2.1931
,,Plastic_Non_Recyclable,,,,1,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,153.2246,6.0603,,3.7603,,0.7,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,0
,,Ferrous_Cans,,,,0.12,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.88,,0,0,0,0,153.2246,22.6417,,17.0479,,0.7,,0,,,,,,,,,,,,,,,,,,158.0382,0,0,0,0,,,,,,,,,,,,,,,,,1.5804
,,Ferrous_Metal_Other,,,,0.12,,,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.88,,0,0,0,0,153.2246,22.6417,,17.0479,,0.7,,0,,,,,,,,,,,,,,,,,,158.0382,0,0,0,0,,,,,,,,,,,,,,,,,1.5804
,,Aluminum_Cans,,,,0.12,,,0,0,0,0,0,0,0,0,0,,0,,,,,0.88,0,,0,0,0,0,153.2246,22.7565,,14.1952,,0.7,,0,,,,,,,,,,,,,,,,,,269.9819,0,0,0,0,,,,,,,,,,,,,,,,,2.6998
